Id,Title,Slug,Summary,Content,PublishedAt,UpdatedAt,IsPublished,CategoryId,HeroImageUrl,ThumbnailUrl,ViewCount,IsDeleted,CreatedAt,CreatedBy,UpdatedBy,TitleNorm,SlugNorm
7,Quê hương,que-huong,"Xa quê mấy chục năm rồi

Trở về bồi hồi nhớ kỷ niệm xưa

Những ngày dầu dãi nắng mưa

Mò cua bắt ốc sớm trưa nhọc nhằn","<p style=""text-align: center;"">
	<img alt="""" src=""https://sp.yimg.com/xj/th?id=OIP.Mb699c90aeac85827853ea0adeeae306ao0&amp;pid=15.1&amp;P=0&amp;w=300&amp;h=300"" style=""width: 300px; height: 213px;"" /></p>
<p style=""text-align: center;"">
	<span style=""font-size:20px;""><span style=""color:#0000ff;""><span style=""font-family:times new roman,times,serif;""><strong>QU&Ecirc; HƯƠNG</strong></span></span></span></p>
<p>
	&nbsp;</p>
<p style=""text-align: center;"">
	<span style=""font-size:20px;""><span style=""color:#0000cd;"">Xa qu&ecirc; mấy chục năm rồi</span></span></p>
<p style=""text-align: center;"">
	<span style=""font-size:20px;""><span style=""color:#0000cd;"">Trở về bồi hồi nhớ kỷ niệm xưa</span></span></p>
<p style=""text-align: center;"">
	<span style=""font-size:20px;""><span style=""color:#0000cd;"">Những ng&agrave;y dầu d&atilde;i nắng mưa</span></span></p>
<p style=""text-align: center;"">
	<span style=""font-size:20px;""><span style=""color:#0000cd;"">M&ograve; cua bắt ốc sớm trưa nhọc nhằn</span></span></p>
<p style=""text-align: center;"">
	<span style=""font-size:20px;""><span style=""color:#0000cd;"">&Ocirc; rơm, chiếu c&oacute;i thay chăn</span></span></p>
<p style=""text-align: center;"">
	<span style=""font-size:20px;""><span style=""color:#0000cd;"">Trộm chanh, trộm ổi lưng lằn đ&ograve;n roi</span></span></p>
<p style=""text-align: center;"">
	<span style=""font-size:20px;""><span style=""color:#0000cd;"">Bắt đom đ&oacute;m l&agrave;m đ&egrave;n soi</span></span></p>
<p style=""text-align: center;"">
	<span style=""font-size:20px;""><span style=""color:#0000cd;"">Ngụp lặn s&ocirc;ng ng&ograve;i, k&eacute;o l&uacute;a đ&ecirc;m trăng</span></span></p>
<p style=""text-align: center;"">
	<span style=""font-size:20px;""><span style=""color:#0000cd;"">Ngả lưng nằm ngắm chị Hằng</span></span></p>
<p style=""text-align: center;"">
	<span style=""font-size:20px;""><span style=""color:#0000cd;"">C&acirc;y đa, ch&uacute; cuội ng&agrave;n năm hững hờ</span></span></p>
<p style=""text-align: center;"">
	<span style=""font-size:20px;""><span style=""color:#0000cd;"">C&ograve;n bao nhi&ecirc;u chuyện mộng mơ</span></span></p>
<p style=""text-align: center;"">
	<span style=""font-size:20px;""><span style=""color:#0000cd;"">Cứ thương &ldquo; người ấy &rdquo; đợi chờ bao năm</span></span></p>
<p style=""text-align: center;"">
	<span style=""font-size:20px;""><span style=""color:#0000cd;"">Về rồi sao ngại đến thăm</span></span></p>
<p style=""text-align: center;"">
	<span style=""font-size:20px;""><span style=""color:#0000cd;"">Sợ vơi mộng đẹp, trăng rằm m&acirc;y che</span></span></p>
<p style=""text-align: center;"">
	<span style=""font-size:20px;""><span style=""color:#0000cd;"">Th&ocirc;i, t&igrave;m đến chỗ bạn b&egrave;</span></span></p>
<p style=""text-align: center;"">
	<span style=""font-size:20px;""><span style=""color:#0000cd;"">Đứa c&ograve;n, đứa mất mất se se mủi l&ograve;ng</span></span></p>
<p style=""text-align: center;"">
	<span style=""font-size:20px;""><span style=""color:#0000cd;"">Xa rồi lại nhớ lại mong</span></span></p>
<p style=""text-align: center;"">
	<span style=""font-size:20px;""><span style=""color:#0000cd;"">T&igrave;nh qu&ecirc; hương vẫn mặn nồng lắng s&acirc;u.</span></span></p>
<p style=""text-align: justify;"">
	&nbsp;</p>
<p style=""text-align: center;"">
	<span style=""font-size:20px;"">&nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;&nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;&nbsp;Th&aacute;ng 3/2011</span></p>
<p style=""text-align: center;"">
	&nbsp;</p>
",2016-02-19 17:10:44.000,2025-08-24 01:25:08.670,1,4,~/uploads/quehuong.jpg1352015155429.jpg,~/uploads/quehuong.jpg1352015155429.jpg,0,0,2025-08-24 01:04:53.5826747,NULL,NULL,quê hương,que-huong
8,Ông giáo già,ong-giao-gia,"Xa trường, xa lớp đã lâu

Nhớ lại năm xưa buổi ban đầu

Ngày vui ríu rít đàn em nhỏ

Chong đèn giáo án soạn đêm thâu","<p style=""text-align: center;"">
	<span style=""font-size:20px;""><span style=""color:#000080;""><strong><u>&Ocirc;NG GI&Aacute;O GI&Agrave;</u></strong></span></span></p>
<p style=""text-align: center;"">
	&nbsp;</p>
<p style=""text-align: center;"">
	<span style=""color:#000080;""><strong><span style=""font-size:16px;"">Xa trường, xa lớp đ&atilde; l&acirc;u</span></strong></span></p>
<p style=""text-align: center;"">
	<span style=""color:#000080;""><strong><span style=""font-size:16px;"">Nhớ lại năm xưa buổi ban đầu</span></strong></span></p>
<p style=""text-align: center;"">
	<span style=""color:#000080;""><strong><span style=""font-size:16px;"">Ng&agrave;y vui r&iacute;u r&iacute;t đ&agrave;n em nhỏ</span></strong></span></p>
<p style=""text-align: center;"">
	<span style=""color:#000080;""><strong><span style=""font-size:16px;"">Chong đ&egrave;n gi&aacute;o &aacute;n soạn đ&ecirc;m th&acirc;u</span></strong></span></p>
<p style=""text-align: center;"">
	&nbsp;</p>
<p style=""text-align: center;"">
	<span style=""color:#000080;""><strong><span style=""font-size:16px;"">C&aacute;i tuổi xu&acirc;n xanh đ&atilde; qua l&acirc;u</span></strong></span></p>
<p style=""text-align: center;"">
	<span style=""color:#000080;""><strong><span style=""font-size:16px;"">Lớp lớp đ&agrave;n em đ&atilde; qua cầu</span></strong></span></p>
<p style=""text-align: center;"">
	<span style=""color:#000080;""><strong><span style=""font-size:16px;"">Đứng trước gương soi m&igrave;nh thấy lạ</span></strong></span></p>
<p style=""text-align: center;"">
	<span style=""color:#000080;""><strong><span style=""font-size:16px;"">Răng rụng, tr&aacute;n nhăn, bạc m&aacute;i đầu.</span></strong></span></p>
<p style=""text-align: center;"">
	&nbsp;</p>
<p style=""text-align: center;"">
	<span style=""color:#000080;""><strong><span style=""font-size:16px;"">&nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;20/11/2010</span></strong></span></p>
<p style=""text-align: center;"">
	<span style=""font-size:14px;""><img alt="""" src=""https://scontent-hkg3-1.xx.fbcdn.net/hphotos-xfl1/v/t1.0-9/1912070_1423645167923980_8988909484724794178_n.jpg?oh=66dca8663ad6788387bed4857e178f60&amp;oe=571F53FF"" style=""width: 500px; height: 500px;"" /></span></p>
",2015-12-26 21:02:40.000,2025-08-24 01:25:08.670,1,4,~/uploads/10559778_1429131207375376_2045959939160989918_n.jpg24122015164641.jpg,~/uploads/10559778_1429131207375376_2045959939160989918_n.jpg24122015164641.jpg,0,0,2025-08-24 01:04:53.5826747,NULL,NULL,ông giáo già,ong-giao-gia
9,Cổng trời,cong-troi,"Qua dốc “ chín khoanh ” tới cổng trời

Gió ngàn lồng lộng áng mây trôi

Trời xanh, xanh ngắt, cao vời vợi

Nắng trải mênh mông, núi, núi đồi.
","<p style=""text-align: center;"">
	<span style=""font-size:14px;""><u>CỔNG TRỜI</u></span></p>
<p style=""text-align: center;"">
	&nbsp;</p>
<p style=""text-align: center;"">
	<span style=""font-size:14px;"">Qua dốc &ldquo; ch&iacute;n khoanh &rdquo; tới cổng trời</span></p>
<p style=""text-align: center;"">
	<span style=""font-size:14px;"">Gi&oacute; ng&agrave;n lồng lộng &aacute;ng m&acirc;y tr&ocirc;i</span></p>
<p style=""text-align: center;"">
	<span style=""font-size:14px;"">Trời xanh, xanh ngắt, cao vời vợi</span></p>
<p style=""text-align: center;"">
	<span style=""font-size:14px;"">Nắng trải m&ecirc;nh m&ocirc;ng, n&uacute;i, n&uacute;i đồi.</span></p>
<p style=""text-align: center;"">
	&nbsp;</p>
<p style=""text-align: center;"">
	<span style=""font-size:14px;"">&nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; Th&aacute;ng 8/2010</span></p>
<p style=""font-size: 12px; color: rgb(0, 0, 0); line-height: normal; text-align: center;"">
	&nbsp;</p>
",2015-06-19 20:24:28.000,2025-08-24 01:25:08.670,1,4,~/uploads/cong troi.jpg145201582222.jpg,~/uploads/cong troi.jpg145201582222.jpg,0,0,2025-08-24 01:04:53.5826747,NULL,NULL,cổng trời,cong-troi
10,Đường tới bản Mèo,uong-toi-ban-meo,"0Có phải đường kia tới Bản Mèo

Vắt ngang sườn núi đá cheo leo

Mây giăng, giăng lối sương mờ ảo

Thấp thoáng bóng ai giữa lưng đèo","<p style=""text-align: center;"">
	<span style=""font-size:14px;""><u>ĐƯỜNG TỚI BẢN M&Egrave;O</u></span></p>
<p style=""text-align: center;"">
	&nbsp;</p>
<p style=""text-align: center;"">
	<span style=""font-size:14px;"">C&oacute; phải đường kia tới Bản M&egrave;o</span></p>
<p style=""text-align: center;"">
	<span style=""font-size:14px;"">Vắt ngang sườn n&uacute;i đ&aacute; cheo leo</span></p>
<p style=""text-align: center;"">
	<span style=""font-size:14px;"">M&acirc;y giăng, giăng lối sương mờ ảo</span></p>
<p style=""text-align: center;"">
	<span style=""font-size:14px;"">Thấp tho&aacute;ng b&oacute;ng ai giữa lưng đ&egrave;o.</span></p>
<p style=""text-align: center;"">
	&nbsp;</p>
<p style=""text-align: center;"">
	<span style=""font-size:14px;"">&nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; 5/3/2010</span></p>
",2015-05-14 08:23:19.000,2025-08-24 01:25:08.670,1,4,~/uploads/images (8).jpg145201582319.jpg,~/uploads/images (8).jpg145201582319.jpg,0,0,2025-08-24 01:04:53.5826747,NULL,NULL,đường tới bản mèo,uong-toi-ban-meo
11,DÒNG LƯU TRUYỀN,dong-luu-truyen,"Thủy tổ họ Dương Văn di cư từ phương Bắc xuống phía Nam, các cụ sinh được năm con trai và hai người con gái. Về hàng con gái không bề gia thất quy cõi phật phương xa, về hàng con trai chết bốn, còn một, tức là ông tổ của các Chi là con út. Tổ tiên lập nghiệp tại làng Tam Đăng Giáp Một, nay là làng Dương Hồi, xã Yên Thắng, huyện Ý Yên, tỉnh Nam Định…","<h1 style=""color: red; text-align: justify;"">
	<span style=""font-family:arial,helvetica,sans-serif;""><span style=""color:#b22222;""><span style=""font-size: 14px;""><img alt="""" src=""http://www.donghoduongvan.com/uploads/175201516383logo2.png"" style=""width: 200px; border-width: 1px; border-style: solid; margin: 5px; float: left; height: 180px;"" /></span></span></span></h1>
<p style=""color: red; text-align: justify;"">
	<span style=""font-family:arial,helvetica,sans-serif;""><span style=""color:#b22222;""><span style=""font-size:14px;"">&nbsp; &nbsp; &nbsp; &nbsp; &nbsp;&ldquo; S&aacute;ch lưu truyền:</span></span></span></p>
<p style=""color: red; text-align: justify;"">
	<span style=""font-family:arial,helvetica,sans-serif;""><span style=""color:#b22222;""><span style=""font-size:14px;"">&nbsp; &nbsp; &nbsp; &nbsp; &nbsp;Thủy tổ họ Dương Văn di cư từ phương Bắc xuống ph&iacute;a Nam, c&aacute;c cụ sinh được năm con trai v&agrave; hai người con g&aacute;i. Về h&agrave;ng con g&aacute;i kh&ocirc;ng bề gia thất quy c&otilde;i phật phương xa, về h&agrave;ng con trai chết bốn, c&ograve;n một, tức l&agrave; &ocirc;ng tổ của c&aacute;c Chi l&agrave; con &uacute;t. Tổ ti&ecirc;n lập nghiệp tại l&agrave;ng Tam Đăng Gi&aacute;p Một, nay l&agrave; l&agrave;ng Dương Hồi, x&atilde; Y&ecirc;n Thắng, huyện &Yacute; Y&ecirc;n, tỉnh Nam Định&hellip;</span></span></span></p>
<p style=""color: red; text-align: justify;"">
	<span style=""font-family:arial,helvetica,sans-serif;""><span style=""color:#b22222;""><span style=""font-size:14px;"">&nbsp; &nbsp; &nbsp; &nbsp;Họ ở ph&iacute;a Đ&ocirc;ng, đầu l&agrave;ng c&oacute; khu đất để x&acirc;y dựng Từ đường theo mặt đường l&agrave;ng d&agrave;i 42 thước, rộng 29 thước. Năm 1860, nh&agrave; thờ được x&acirc;y dựng tại trung t&acirc;m đất: nh&agrave; 3 gian, x&acirc;y tường bao quanh, cột gỗ lim trạm trổ, đồ tế c&uacute;ng c&oacute; đủ ho&agrave;nh phi c&acirc;u đối, đại tự.</span></span></span></p>
<p style=""color: red; text-align: justify;"">
	<span style=""font-family:arial,helvetica,sans-serif;""><span style=""color:#b22222;""><span style=""font-size:14px;"">&nbsp; &nbsp; &nbsp; &nbsp; &nbsp; Họ c&oacute; một cồn để ch&ocirc;n cất mồ mả gọi l&agrave; cồn họ Dương. Cồn ở ph&iacute;a Đ&ocirc;ng, c&aacute;ch nh&agrave; thờ 1.200 thước. Mộ &ocirc;ng tổ t&aacute;ng tại ph&iacute;a Đ&ocirc;ng cồn, mộ b&agrave; tổ t&aacute;ng tại khu Đồng Tr&aacute;c, c&aacute;ch cồn họ Dương 2.000 thước về ph&iacute;a Đ&ocirc;ng Nam&hellip;</span></span></span></p>
<p style=""color: red; text-align: justify;"">
	<span style=""font-family:arial,helvetica,sans-serif;""><span style=""color:#b22222;""><span style=""font-size:14px;"">&nbsp; &nbsp; &nbsp; &nbsp; &nbsp; Năm 1880, ngo&agrave;i việc tr&ocirc;ng coi họ h&agrave;ng, cụ Dương Văn Linh, tự Ph&uacute;c Thọ, Chi hai đ&atilde; thu thập ho&agrave;n chỉnh lưu trữ bản gốc của d&ograve;ng họ&hellip; Năm 1880, cụ Linh qua đời, quyền tr&ocirc;ng coi họ h&agrave;ng cho cụ Binh Huyến. Năm 1895, việc tr&ocirc;ng coi họ h&agrave;ng do cụ Ph&oacute; Vợi l&agrave; con trai cụ Linh. Năm 1910, quyền tr&ocirc;ng coi họ h&agrave;ng do cụ Dương Văn Diễm l&agrave; con cụ Ph&oacute; Vợi. Năm 1950, quyền tr&ocirc;ng coi họ h&agrave;ng do &ocirc;ng Dương Văn Sướng l&agrave; con trai cụ Dương Văn Diễm. Năm 1956, quyền tr&ocirc;ng coi họ h&agrave;ng l&agrave; &ocirc;ng Dương Văn Sang ch&aacute;u đ&iacute;ch t&ocirc;n cụ Dương Văn Huyến &rdquo;.</span></span></span></p>
<p style=""color: red; text-align: right;"">
	<span style=""font-family:arial,helvetica,sans-serif;""><span style=""color:#b22222;""><span style=""font-size:14px;""><em>( Tr&iacute;ch di thư của &ocirc;ng Dương Văn Sướng )</em></span></span></span></p>
<p style=""color: red; text-align: justify;"">
	<span style=""font-family:arial,helvetica,sans-serif;""><span style=""color:#b22222;""><span style=""font-size:14px;"">&nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;</span></span></span></p>
<hr />
<p style=""color: red; text-align: justify;"">
	<span style=""font-family:arial,helvetica,sans-serif;""><span style=""color:#b22222;""><span style=""font-size:14px;"">&nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;Do chiến tranh v&agrave; ho&agrave;n cảnh kinh tế kh&oacute; khăn n&ecirc;n một số người phải rời qu&ecirc; hương đi định cư miền đất mới: người v&agrave;o B&igrave;nh phước, th&agrave;nh phố Hồ Ch&iacute; Minh, L&acirc;m Đồng, Thanh H&oacute;a, Ninh B&igrave;nh, H&agrave; Nội, Lạng Sơn, H&agrave; Giang, người sang đất nước Th&aacute;i Lan, người sang Anh quốc. Trong t&igrave;nh cảnh như vậy, nơi t&acirc;m linh đ&atilde; bị di dời đi nơi kh&aacute;c. Nhưng thật diệu kỳ, với t&acirc;m đức của &ocirc;ng Dương Tiến Sừ, khi sang thế kỷ XXI đ&atilde; hội tu, kết tinh được tr&iacute; tuệ những người trong d&ograve;ng họ ở khắp mọi miền đất nước: người ngh&egrave;o một n&eacute;n, người c&oacute; một c&acirc;y, đưa t&acirc;m v&agrave;o c&uacute;ng tiến để c&ugrave;ng nhau b&agrave;n bạc đ&aacute;p lễ với tổ ti&ecirc;n, v&agrave; bước ngoặt lịch sử đ&aacute;nh dấu mốc son của d&ograve;ng họ Dương Văn đ&atilde; đến:</span></span></span></p>
<p style=""color: red; text-align: justify;"">
	<span style=""font-family:arial,helvetica,sans-serif;""><span style=""color:#b22222;""><span style=""font-size:14px;"">&nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;&ldquo; Ng&agrave;y 26/8/2003, hội nghị đầu ti&ecirc;n của d&ograve;ng họ đ&atilde; quyết định x&acirc;y dựng nh&agrave; thờ tr&ecirc;n nền đất cũ. Lễ khởi c&ocirc;ng ng&agrave;y 28/8/2003 tức 1/8 năm Qu&yacute; M&ugrave;i, sau hơn 100 ng&agrave;y x&acirc;y dựng, nh&agrave; thờ ho&agrave;n th&agrave;nh với quy m&ocirc; nh&agrave; 3 gian, diện t&iacute;ch 56m&sup2;, kiến tr&uacute;c được thiết kế h&agrave;i h&ograve;a giữa văn h&oacute;a truyền thống v&agrave; đương đại c&ugrave;ng c&aacute;c đồ thờ c&uacute;ng, tế lễ đ&uacute;ng theo ước nguyện của d&ograve;ng họ thể hiện đức t&iacute;n với Ti&ecirc;n linh.</span></span></span></p>
<p style=""color: red; text-align: justify;"">
	<span style=""font-family:arial,helvetica,sans-serif;""><span style=""color:#b22222;""><span style=""font-size:14px;"">&nbsp; &nbsp; &nbsp; &nbsp; &nbsp; Lễ rước tổ ti&ecirc;n về nh&agrave; thờ ng&agrave;y 13/12/2003 tức 20/11 năm Qu&yacute; M&ugrave;i. Lễ kh&aacute;nh th&agrave;nh nh&agrave; thờ tổ chức v&agrave;o ng&agrave;y 5/4/2004 tức 16/2 năm Gi&aacute;p Th&acirc;n diễn ra trang nghi&ecirc;m với sự c&oacute; mặt của 260 người, c&oacute; đại diện Đảng ủy, UBND x&atilde; Y&ecirc;n thắng, đủ c&aacute;c vị trưởng tộc c&aacute;c d&ograve;ng họ th&ocirc;n Dương Hồi, Tam Quang, b&agrave; con h&agrave;ng x&oacute;m v&agrave; con ch&aacute;u họ Dương, c&oacute; b&agrave;i ph&aacute;t biểu của c&aacute;c vị đại diện, sự ch&uacute;c mừng của anh em bộ đội. Mọi người v&ocirc; c&ugrave;ng phấn khởi, từ nay họ Dương c&oacute; ng&ocirc;i nh&agrave; thờ đẹp đẽ, nguy nga, ho&agrave;nh tr&aacute;ng được x&acirc;y dựng ngay ch&iacute;nh nơi tiền khởi trước đ&acirc;y tổ ti&ecirc;n an vị, toạ lạc&hellip;</span></span></span></p>
<p style=""color: red; text-align: justify;"">
	<span style=""font-family:arial,helvetica,sans-serif;""><span style=""color:#b22222;""><span style=""font-size:14px;"">&nbsp; &nbsp; &nbsp; &nbsp; &nbsp; Mong rằng hằng năm c&aacute;c con ch&aacute;u h&atilde;y cố gắng vun đắp trang sử ng&agrave;y một vẻ vang. H&atilde;y kể lại, nhắc lại rằng: Ở nơi ấy, th&ocirc;n Dương Hồi, x&atilde; Y&ecirc;n Thắng, huyện &Yacute; Y&ecirc;n, tỉnh Nam Định c&oacute; một ng&ocirc;i nh&agrave; thờ Tổ ti&ecirc;n m&igrave;nh v&agrave; cũng nhớ rằng: D&ograve;ng họ lấy ng&agrave;y đầu của tiết thanh minh hằng năm l&agrave; ng&agrave;y giỗ tổ, mọi người khắp nơi h&atilde;y hội tụ về đ&acirc;y thắp n&eacute;n nhang để tế lễ Tổ ti&ecirc;n, để n&oacute;i cho nhau nghe những điều đ&aacute;ng qu&yacute;, để ph&aacute;t huy những truyền thống tốt đẹp, lưu truyền m&atilde;i m&atilde;i&hellip;</span></span></span></p>
<p style=""color: red; text-align: justify;"">
	<span style=""font-family:arial,helvetica,sans-serif;""><span style=""color:#b22222;""><span style=""font-size:14px;"">&nbsp; &nbsp; &nbsp; &nbsp; &nbsp; Cầu ch&uacute;c cho đại gia đ&igrave;nh họ Dương Văn từ thế hệ n&agrave;y qua thế hệ kh&aacute;c đo&agrave;n kết, thương y&ecirc;u, gi&agrave;u mạnh v&agrave; mu&ocirc;n đời hạnh ph&uacute;c &rsquo;&rsquo;.</span></span></span></p>
<p style=""color: red; text-align: right;"">
	<span style=""font-family:arial,helvetica,sans-serif;""><span style=""color:#b22222;""><span style=""font-size:14px;""><em>( Tr&iacute;ch nội dung bi&ecirc;n soạn gia phả của &ocirc;ng Dương Tiến Sừ )</em></span></span></span></p>
<p style=""color: red; text-align: center;"">
	<span style=""font-family:arial,helvetica,sans-serif;""><span style=""color:#b22222;""><span style=""font-size:14px;"">&ldquo; Con người c&oacute; tổ c&oacute; t&ocirc;ng</span></span></span></p>
<p style=""color: red; text-align: center;"">
	<span style=""font-family:arial,helvetica,sans-serif;""><span style=""color:#b22222;""><span style=""font-size:14px;"">Như c&acirc;y c&oacute; cội, như s&ocirc;ng c&oacute; nguồn &rdquo;</span></span></span></p>
<p style=""color: red; text-align: justify;"">
	<span style=""font-family:arial,helvetica,sans-serif;""><span style=""color:#b22222;""><span style=""font-size:14px;"">&nbsp; &nbsp; &nbsp; &nbsp; Thế hệ d&ograve;ng họ Dương Văn h&ocirc;m nay, mai sau v&ocirc; c&ugrave;ng tr&acirc;n trọng d&ograve;ng huyết thống, t&igrave;nh cảm của cha &ocirc;ng để lại v&agrave;: &ldquo; D&ugrave; ai đi đ&acirc;u, l&agrave;m đ&acirc;u, cũng biết c&uacute;i đầu nhớ ng&agrave;y giỗ tổ &quot;</span></span></span></p>
<p style=""color: red; text-align: justify;"">
	&nbsp;</p>
<p style=""color: red; text-align: right;"">
	<span style=""font-family:arial,helvetica,sans-serif;""><span style=""color:#b22222;""><span style=""font-size:14px;""><strong>&nbsp;D&Ograve;NG HỌ DƯƠNG VĂN</strong></span></span></span></p>
",2015-05-17 17:53:59.000,2025-08-24 01:25:08.670,1,5,~/uploads/logo2.png1752015163641.jpg,~/uploads/logo2.png1752015163641.jpg,0,0,2025-08-24 01:04:53.5826747,NULL,NULL,dòng lưu truyền,dong-luu-truyen
